0.2,1.4,5.1,3.5,-0.15501,-1.234826,-0.907298,0.761038,0.443863,-0.103219,0.128983,0.333674,-1.980796,1.488252,-0.977278,-0.67246,0.976639,-0.362741,-1.347759,0.428332,0.802456,-0.509652,-0.742165,1.494079,0.900826,0.144044,0.208275,-0.179925,1.867558,-1.070753,-0.887786,0.969397,-0.187184,0.77749,0.950088,0.465662,0.401989,-2.55299,-0.634322,-1.726283,1.764052,0.864436,0.614079,-0.028182,1.950775,0.156349,0.386902,0.302472,0.378163,-0.854096,1.222445,2.269755,0.922207,2.240893,0.462782,0.410599,-0.268003,1.867559,-0.510805,-0.438074,-0.311553,0.056165,-0.861226,0.0105,1.895889,1.454274,1.910065,0.154947,0.313068,-0.403177,0.051945,0.978738,-0.813146,0.947252,0.400157,1.054452,0.045759,0.402342,-1.270485,-1.048553,1.17878,-0.895467,0.653619,0.177426,-1.613898,0.066517,-0.413619,-0.747455,-0.151357,-1.16515,1.480515,-1.630198,1.78587,-1.454366,1.230291,-1.70627,1.469359,1.139401,-0.302303,-1.173123,-1.420018,0.706573,0.126912,-0.387327,-1.180632,1.922942,-0.205158,-0.359553,-0.68481,-0.401781,-0.57885,-0.870797,0.729091,-1.252795,0.356366,1.943621,-0.347912,0.121675,1.883151,-1.536244,1.20238,1.532779,-0.21274,0.906045,1
0.2,1.4,4.9,3,-2.069985,-1.168093,-0.739563,-0.674333,-0.635846,0.672295,0.267051,0.676433,-0.826439,0.640132,-0.149635,-0.353994,-0.466419,0.017479,-0.345982,0.681595,0.781198,-1.225436,0.635031,0.576591,-0.239379,-0.769916,0.786328,-0.738031,-0.694568,0.279925,-0.744755,0.481481,1.117016,-1.544771,-0.435154,1.09966,-0.042257,-1.491258,-0.455533,-2.223403,0.376426,0.166673,0.426259,-1.034243,0.087551,-0.663478,0.318728,-0.68955,1.713343,-1.093062,0.317218,2.383145,0.676908,1.326386,0.052165,0.407462,-1.156182,-1.424061,0.856831,0.844363,2.163236,1.336528,-0.542861,-0.01702,-1.616956,0.539249,0.41605,-0.068242,0.396007,0.910179,1.543015,0.298238,-0.643618,1.494485,-1.099401,-0.09815,-0.912822,0.523277,-0.463596,-0.498032,-0.024326,0.920859,0.439392,0.625231,1.18803,-0.80341,0.156507,0.232181,1.849264,-0.369182,-0.237922,-1.104383,0.379152,0.944479,1.126636,0.949421,-0.461585,-0.039283,-0.43782,-1.540797,1.929532,-0.41005,2.259309,-1.147469,-0.651026,-0.597316,-0.208299,-1.374951,-0.171546,-1.602058,0.823504,0.771791,-1.292857,-1.000215,-0.944446,0.063262,-0.098453,0.031831,-0.955945,0.655264,-1.079932,-1.315907,0.316943,-0.49332,1
0.2,1.3,4.7,3.2,-0.477974,-0.730678,0.693773,0.141953,0.691539,-0.813364,1.077744,0.694749,0.390093,-1.157355,-1.676004,-1.306527,-1.183881,0.370056,-0.453386,1.136891,-0.521189,0.286344,-0.052567,-0.725597,-0.812993,0.521065,0.773253,2.256723,-0.309013,-0.7047,1.955912,-1.214077,0.088422,1.211145,1.152332,0.274516,1.659551,-1.188859,-0.399449,-0.680178,-0.637437,-0.596314,-0.479656,-0.13595,1.536377,-0.390953,-0.481027,0.582954,-2.772593,0.610379,-1.188945,-1.93628,0.620358,-0.297791,-1.346718,-1.466424,-0.652294,-0.764144,2.303917,0.608844,-0.061626,-0.107305,1.364532,-1.755891,-0.312292,-0.575788,-0.689449,0.399046,-1.582938,0.747188,-0.159573,-0.132881,-0.118164,-1.84307,-0.397272,0.943261,0.523891,-0.38488,-0.687838,-0.110541,-0.157667,-0.628088,-0.506816,0.666383,0.689818,0.097725,-0.364694,0.156704,1.079619,-0.719604,0.349654,-1.334258,0.450934,0.188779,0.493742,-0.69205,0.0974,-1.126826,2.064493,-0.440923,1.020173,0.60632,-0.684011,-2.030684,-1.060016,0.578521,-1.383364,1.658131,0.094352,-0.46072,-0.286887,-0.042171,-0.133702,-1.045253,-2.659172,-0.280355,-0.652409,-0.319328,1.068509,-0.890915,-0.116104,-0.310886,1.301846,-1.437791,1
0.2,1.5,4.6,3.1,-0.882419,0.276872,-0.569312,0.841631,0.049495,-0.267734,-1.416906,0.493837,-1.616474,0.875833,0.160928,0.929505,0.279096,1.719589,-0.97883,0.684501,0.994394,-1.768538,-1.022507,0.643314,-1.159421,0.280442,0.46313,-0.964612,-0.015682,-0.782629,-0.353432,0.181338,-1.471835,0.058926,-0.190653,-0.085931,-0.050604,-1.698106,1.519995,0.123722,0.698457,-2.255564,1.128594,1.732721,0.356293,-0.761492,0.800298,0.142062,-0.222675,0.880179,0.820248,0.038631,0.496001,0.339965,-2.739677,-1.128011,1.738873,-2.016407,-0.309114,0.355482,0.800565,0.07826,-0.275671,-0.468864,-0.115107,-0.993124,-0.709728,0.56729,-0.206904,-1.054628,0.269904,0.931848,-2.094603,1.319137,0.003771,-0.110389,-0.985511,-0.971105,-0.43919,-0.598654,0.457416,-1.446535,0.38728,-0.130107,-0.185054,0.370825,-0.960504,-0.793117,-0.39485,-0.395229,0.251484,0.943046,-2.201441,-1.656715,0.857924,0.766663,0.164228,0.868963,0.852552,-0.502817,-1.115897,2.021044,0.1993,1.466579,-0.233467,-2.28862,-1.570623,0.582225,0.314817,0.093953,0.005293,0.821586,-0.466846,0.81452,0.338904,2.412454,-0.291837,-0.249459,-0.517519,0.194293,1.141102,1.648135,-0.807648,-0.539455,1
0.2,1.4,5,3.6,-0.216731,-0.267595,1.181379,1.100284,2.696224,-0.045704,0.096321,-0.073925,-1.968625,-0.729045,-2.655619,0.21348,0.767902,-0.109883,-0.659892,-0.585431,0.379236,0.242118,-0.234216,-0.658553,-0.044595,-1.029935,0.037006,0.616887,0.862596,0.008628,-1.332212,0.784958,-1.567768,1.412328,1.513328,0.19507,1.13308,0.382732,-0.202897,1.518261,0.771406,1.096347,-0.930157,-1.279689,-0.888971,0.175819,0.401499,-0.182245,1.374964,-0.077855,-1.82974,-0.347451,-0.178589,-0.424318,-2.559185,0.220508,0.35178,0.543312,1.224871,-0.88872,-1.347925,-0.761573,-0.219541,-0.805627,0.196557,-0.349943,-1.084037,0.89526,-1.018042,0.453782,-0.631904,-0.908763,-0.24202,-0.470033,1.029439,0.527004,-1.632635,-0.678026,-1.139802,-0.222606,0.354758,-2.239604,-0.034242,-0.384645,-2.369587,-0.261645,-0.21695,0.445393,0.553132,2.011257,-3.046143,1.078197,-1.118312,-0.581268,0.49869,-1.681218,1.301428,0.942468,1.742669,-0.55431,-0.913079,-0.363859,-0.131054,0.28428,0.064856,-0.392389,-0.514234,-1.208574,1.297846,-0.443836,0.020334,-2.364174,0.163929,0.936742,0.58988,-0.470638,-0.660056,1.298022,-1.951804,-1.781563,1.047972,-1.179158,0.864052,0.439043,1
0.4,1.7,5.4,3.9,-0.464338,-0.912783,-2.004216,0.60512,-0.131909,0.115148,-1.884586,0.404762,-0.370242,-0.656464,-0.590058,-0.932741,-1.777667,-0.945616,-1.210543,0.449712,-0.101281,-1.217939,-0.30225,0.223844,1.124419,-1.742356,-1.502397,-1.610878,-1.405963,-0.035768,0.466166,1.094638,1.670943,-0.072287,-0.110489,0.755396,1.081935,0.676461,-0.370704,0.097896,-1.550429,-0.224259,1.021791,0.225609,-0.996213,0.403265,-2.320594,-1.318396,-0.117475,-1.506998,0.949246,-0.375147,-0.552541,0.238103,1.079195,-0.379148,1.327783,-0.704921,0.317161,-0.304964,1.422983,0.396087,-0.696327,-0.346249,-2.834555,-1.303243,-0.290397,-0.687299,1.285984,0.330577,0.376877,-0.944368,0.452489,-0.803141,0.417319,2.380745,0.183339,0.21951,-0.788669,-0.090382,2.116791,0.286904,-0.382009,-0.448165,-0.600658,-0.067276,0.936446,-0.035095,-1.6607,-0.591403,0.211497,-0.023423,-0.794636,-1.226196,-0.918005,1.03441,-0.001385,-1.945703,1.359949,0.234822,1.367597,1.09075,0.197967,0.820322,0.520041,1.265078,0.329623,-1.263068,0.393063,-0.649338,1.017021,-0.938982,-0.545712,1.028935,-0.532703,2.132153,-0.453804,0.895556,-1.44494,0.867407,0.252497,-0.056133,1.552243,0.679975,1
0.3,1.4,4.6,3.4,-0.325669,1.31247,-1.359781,-0.507518,2.4972,0.812674,-0.050084,-2.245322,1.696182,0.940918,-0.887181,1.489356,-0.657951,-0.067134,0.011499,-1.791328,0.867277,0.719984,-0.132988,0.564009,0.785804,-0.505358,1.011842,-0.026192,-1.601836,-1.68823,0.448195,-0.591183,0.720034,0.019279,-0.932789,-0.05747,0.02296,-1.177629,-1.632423,-1.341497,-0.386871,1.754986,0.470433,-0.365055,0.024612,0.821406,0.021351,-0.317543,-1.661598,-0.988002,0.645055,-0.765702,0.311447,-0.38549,0.422629,0.587259,0.051575,0.32487,-0.919113,-1.102906,-0.424663,-0.829965,0.030602,-0.667713,0.405204,-0.815792,-0.069642,0.772695,-0.104343,-0.53249,-0.041401,0.183925,0.611927,-0.848321,-0.510293,-0.112466,0.010349,-0.858972,-0.837678,-0.451303,0.498052,-0.499017,-1.140196,0.476898,1.849591,-0.058587,0.330035,2.225944,1.243319,1.411172,-0.509843,0.529045,1.681922,0.555787,0.67057,0.7231,0.303604,-0.897401,-1.566995,-0.66772,0.265688,1.735879,-0.852586,0.039767,0.192754,1.370989,-1.284552,0.521304,-0.898942,0.14845,-1.077099,0.074586,-0.757871,-0.101697,0.468385,0.326963,-0.014858,-1.05188,-0.011146,-0.391217,-0.707506,-1.824257,-0.214167,0.997118,1
0.2,1.5,5,3.4,-0.804754,-2.047324,0.960693,-0.347962,-1.032643,-0.74969,-1.401347,-0.436748,-0.87819,0.045134,-0.193177,-1.461733,-1.378083,-0.404032,1.297825,1.997956,0.246148,-0.762115,0.099454,-1.642965,1.276075,-2.582797,0.308331,-0.259577,0.406415,0.364481,-0.241338,2.759355,0.308751,-0.525641,0.75574,1.325014,-0.531606,1.154184,2.594425,0.190312,0.239583,0.021062,2.346647,-1.42192,-0.212523,-1.061222,0.472247,-1.541587,-0.631376,0.025405,-0.258573,0.227393,-1.279161,2.133868,-1.184687,0.032809,0.528944,-0.947489,0.930408,-0.88778,0.352817,-0.152774,1.401345,-1.006832,2.339625,-1.15395,-0.410382,1.081376,-0.53527,1.592771,1.329063,0.972536,0.367545,0.86352,-0.369801,1.471322,-0.114775,-1.226622,0.481115,1.326462,-0.276433,-0.647181,0.172504,-0.851729,0.27117,-0.856549,0.275601,1.435049,-0.539133,-1.298687,-0.11623,-0.52158,1.681577,-1.016739,-0.222477,0.059895,0.865653,1.030438,-1.794229,-0.074668,-0.964606,-0.84029,-0.792287,0.050954,-0.175316,0.507239,-0.406072,-0.68344,0.967446,1.822724,-0.263937,-0.055353,-0.817493,0.936399,-0.311976,0.258716,0.69938,-1.353389,0.365849,0.205333,-0.85892,-1.37076,-0.801497,0.244443,1
0.2,1.4,4.4,2.9,-1.04817,-0.678095,1.117305,0.225582,2.01406,0.690429,0.13769,-0.306766,0.240788,1.433353,-0.074805,1.015665,1.049093,0.097219,-1.240625,-0.9073,0.938747,0.228053,1.064585,-0.406303,0.301989,-0.657926,-0.156024,-0.599224,-0.496102,0.03309,-0.799422,-0.088376,0.724369,-1.818078,0.012232,0.608156,-0.660609,0.359504,0.214966,-1.097497,-0.365551,-0.361599,-0.860262,-0.790523,0.104714,0.412871,1.673986,-1.678688,0.178793,-0.382025,-0.893574,-0.93788,0.328301,0.829986,-1.084856,0.796672,0.087531,-1.031482,0.161559,0.20148,0.402626,-1.775888,-0.061638,-1.348413,0.418398,0.968883,-1.432735,0.441033,-0.14358,-0.719941,-0.5189,0.296733,-0.417477,0.607112,0.938093,-0.854161,-0.405942,0.753991,0.222463,0.555963,0.435546,-1.00033,-0.144567,1.712305,-0.049324,0.224252,0.067492,0.016338,1.56926,1.669251,0.415401,-1.045525,1.264983,0.433108,-0.198399,-0.422315,-0.303098,-0.206945,-0.358114,0.098378,0.892474,0.1895,-0.300784,-1.147611,1.563405,0.284315,-0.864045,0.701041,1.065315,-0.792115,0.76692,0.985318,-0.753704,0.540774,3.170975,0.381416,0.289121,1.389145,0.209849,1.114962,0.094192,1.385262,0.239034,-1.429991,1
0.1,1.5,4.9,3.1,-0.593777,0.531043,1.221385,-1.638807,2.149575,0.677462,-1.530803,-0.090244,-1.49568,0.832651,-0.800082,-1.481246,-0.13044,0.146441,-0.014777,-0.271772,1.037586,0.921408,-0.795501,0.731659,1.426159,-0.879161,0.770673,0.377759,-0.401235,0.239867,0.704111,-0.355029,0.524918,-0.132568,-1.043129,0.936129,0.992137,-1.104617,1.404546,-1.17116,-0.401298,1.578865,-2.01188,-0.128242,-0.602332,1.769921,0.047066,0.078211,1.259167,0.663258,-1.157017,-0.56644,0.589704,-0.987287,-0.134133,0.05182,1.392518,-0.276823,0.824557,0.460814,1.648504,-1.550014,-0.173464,0.420918,0.327066,-0.231102,-0.51003,-0.062053,0.348169,0.192864,-0.192842,0.596906,1.518759,0.018792,-0.316655,0.158959,0.269024,0.239146,-0.300479,0.730352,1.631597,-1.146,-0.030936,0.764497,-0.289005,0.21718,0.250998,1.054758,-0.857078,-0.455825,-0.416499,-0.169758,0.246602,-0.307691,-0.168214,-1.014826,0.499498,0.206691,-0.172201,-1.892362,1.104578,-0.07565,-0.625557,1.324359,0.531178,0.960048,-0.065488,-1.272558,1.397896,-0.268373,0.298977,0.055171,-0.033319,0.923797,1.821915,-0.177813,2.526368,-0.733313,1.905064,0.67838,0.37791,1.267412,-1.998639,1.123905,1
